Hamadán,34.7992888,48.5152464
Bekasi,-6.2349858,106.9945444
Kediri,-7.8111057,112.0046051
North York,43.7543217,-79.44910565950553
Aligudarz,33.4035124,49.6921874
Manzanillo,41.586343,-4.189038
Warangal,17.9820644,79.5970954
San Francisco de Macorís,19.2974432,-70.2573332
Melchor Ocampo,20.345,-97.535
Pontault-Combault,48.8009132,2.6068064
Jiangyan,32.5112693,120.1231831
Mackay,-21.141956,149.1865149
Mazyr,52.0494531,29.2676261
Mexico City,19.4326296,-99.1331785
Seattle,47.6038321,-122.330062
Hautmont,50.2513704,3.9200611
Jixi,45.2928513,130.9619259
Veenendaal,52.0259814,5.5539239
Exeter,50.7256138,-3.5269209
Guantánamo,20.1431797,-75.2034783
Wenzhou,27.9963899,120.695345
Redmond,47.6694141,-122.1238767
Parbhani,19.262469,76.7718
Fukuyama,34.4857039,133.3623097
Ludhiana,30.9090157,75.851601
Boa Esperança,-21.0901253,-45.5660195
Saga,33.2639134,130.3008378
New Bedford,41.6362152,-70.934205
Meyzieu,45.7764637,5.0044767
Pertuis,43.6951468,5.5032671
Swansea,51.6195955,-3.9459248
Ribeirão Preto,-21.1776315,-47.8100983
Naumburg,51.226958,9.1772592
Betim,-19.968056,-44.198333
Santa Marta,11.2320944,-74.1950916
Ganganagar,29.9049489,73.8792934139276
Wadi as Sir,31.95126,35.81979
Rio Rancho,35.2702448,-106.6329806
Buenos Aires,-34.6083696,-58.4440583
Cuernavaca,18.9218274,-99.2342282
Bry-sur-Marne,48.8352872,2.5193322
Paysandú,-32.3217257,-58.0892136
Likasi,-10.9891601,26.7397418
Nashville,36.1622767,-86.7742984
Chieti,42.3446529,14.1659738
Guaratinguetá,-22.8057839,-45.1908926
Madrid,40.4167047,-3.7035825
Monroe,32.5025471,-92.116219
Armidale,-30.5144881,151.6656564
Xuzhou,34.2665258,117.1810431
Milwaukee,43.0386475,-87.9090751
Cardiff,51.4816546,-3.1791934
Nicolás Romero,20.0300705,-102.5635097
Bengkulu,-3.7922858,102.2623797
Canberra,-35.2975906,149.1012676
Fresno,36.7394421,-119.78483
Kano,11.9939978,8.5219738
Ocotlán,20.3514474,-102.768809
Darton,53.5812069,-1.5293707
San Cristóbal de Las Casas,16.735377,-92.63873
Fontainebleau,48.4049375,2.7015872
Padang,-0.9247587,100.3632561
Wilson,35.7241718,-77.9115243
Xinzhou,38.4391871,112.7175133
Bhavnagar,21.7718836,72.1416449
Corlu,41.1590875,27.8041066
Chartres,48.4438601,1.4881434
Ufa,54.7261409,55.947499
Manado,1.4900578,124.8408708
Abu Kabir,30.72517,31.6708449
Melbourne,-37.8142454,144.9631732
Yakarta,-6.1754049,106.827168
Sesto San Giovanni,45.5357218,9.2376549
Kendari,-3.9918068,122.5180066
Peterborough,52.5725769,-0.2427336
Aulnay-sous-Bois,48.934231,2.499789
Richmond,37.5385087,-77.43428
Bagcilar,41.034547,28.8567558
Mount Vernon,40.9125085,-73.8386504
Guilin,25.2779894,110.2910622
Villeneuve-le-Roi,48.7350308,2.4077003
Qingdao,36.0663249,120.3777659
Pekín,39.9057136,116.3912972
San Diego,32.7174202,-117.162772
Ravenna,44.4161414,12.2017617
